title;alias;type;catid;short_description;description;geodata;latitude;longitude;geo_x;geo_y;geo_z;zoom;address;addr_no;addr_addinfo;zip_code;city;region;country;phone;url;email;additional_fields;image;icons;published;created;modified
WC Sportpark Heimstetten;wc-zum-kelten;toilet;212;WC in einer Sportanlage.;;1;481.633.608;117.487.663;4.160.486.699.234;86.528.901.848.526;47.467.111.077.025;14;Am Sportpark;2;;85551;Kirchheim ;Bayern;Deutschland;089 90 47 58 15;http://www.zum-kelten.de;;"{""wc_shortname"":""sp-kirchh1WC1"",""wc_plan"":""sp-kirchh1WC1"",""wc_fotos"":""sp-kirchh1WC1f1"",""wc_location"":""<p>Vor dem Haupteingang ist eine Rampe.<\/p>"",""wc_ramp_length"":""13"",""wc_ramp_incline"":""8"",""wc_infos"":""<p>Die behindertengerechte bzw. rollstuhlgerechte Toilette ist im Erdgeschoss direkt beim Gastraum und stufenlos erreichbar.<\/p>"",""wc_easy"":""Die Toilette ist okay. \r\nDer Raum ist etwas eng."",""wc_euro"":""ka"",""wc_doorknob"":""105"",""wc_doortaster"":"""",""wc_dooropens"":""al"",""wc_doorautopen"":""nz"",""wc_door_width"":""90"",""wc_room_diameter"":""120"",""wc_roominfos"":""<p>Rechts neben dem Waschbecken ist ein fester B\u00fcgel montiert.<\/p>"",""wc_seat"":""47"",""wc_accessleft"":""70"",""wc_accessright"":""90"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""<p>Der Sp\u00fcltaster ist an der Wand hinter dem WC-Becken, etwas nach rechts versetzt d.h. genau \u00fcber dem rechten B\u00fcgel in 100 cm H\u00f6he.<\/p>""}";"{""image_small"":""images\/wc-nz\/sp-kirchh1WC1f1.jpg"",""image"":""images\/wc-header\/sp-kirchh1WC1f2q.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit WC-Becken und Waschbecken."",""width"":"""",""height"":""""}";"{""0"":""2"",""1"":""4"",""2"":""11""}";1;1/1/2009 0:00;18/08/2021 18:12
WC Gasthof zur Post Aschheim;wc-gasthof-zur-post-aschheim;toilet;212;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;"<p>Der Zugang zum Haus ist auf der<span style=""color: #000000;""> <a style=""color: #000000;"" href=""http://www.cbf-muenchen.de/orte-fuer-rollis/lokale-muenchen/7866-gasthof-zur-post-aschheim-landkreis-muenchen"" rel=""alternate"">Seite des Gasthofs</a> </span>zur Post beschrieben.</p>";1;481.735.948;117.150.624;41.601.647.318.504;86.266.932.361.338;47.474.700.675.165;14;Ismaninger Str.;11;;85609;Aschheim;Bayern;Deutschland;089 9 00 48 00;http://www.gasthofpost-aschheim.de;info@gasthofpost-aschheim.de;"{""wc_shortname"":""zurpos3"",""wc_plan"":""zurpos3WC1"",""wc_fotos"":"""",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""<p>Das WC ist im Untergeschoss und stufenlos mit einem Aufzug (T\u00fcrbreite 90 cm, Kabinenma\u00dfe 110x150 cm) erreichbar.<\/p>"",""wc_easy"":""Die Toilette ist sehr gut."",""wc_euro"":""ka"",""wc_doorknob"":""95"",""wc_doortaster"":"""",""wc_dooropens"":""ar"",""wc_doorautopen"":""nz"",""wc_door_width"":""90"",""wc_room_diameter"":""150"",""wc_roominfos"":""<p>Das Waschbecken ist rechts von der T\u00fcr, Oberkante 80 cm und auf 68 cm unterfahrbar. Gleich links vom Waschbecken ist ein Notruf als Schalter an der Wand in 60 cm H\u00f6he angebracht. Der Spiegel \u00fcber dem Waschbecken ist gut einsehbar. <br \/>Das Licht wird automatisch beim \u00d6ffnen der T\u00fcr eingeschaltet.<\/p>"",""wc_seat"":""48"",""wc_accessleft"":""90"",""wc_accessright"":""95"",""wc_numgrip"":"""",""wc_wheregrip"":""none"",""wc_addinfo"":""<p>Das WC-Becken ist gegen\u00fcber der T\u00fcr. An beiden Seiten sind bewegliche Haltegriffe mit je einem integrierten Sp\u00fclknopf. Direkt vor dem linken Griff h\u00e4ngt ein Schnurnotruf bis auf den Boden herunter.<\/p>""}";"{""image_small"":""images\/gastro-nz\/zurpos3fa4.jpg"",""image"":""images\/wc-header\/zurpos3fWC2q.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit WC-Becken und Waschbeckenanschnitt."",""width"":"""",""height"":""""}";"{""0"":""4"",""1"":""11"",""2"":""12""}";1;1/1/2009 0:00;31/05/2021 19:25
WC Brauerei Ausschank Schnitzlbaumer, Traunstein;wc-brauerei-ausschank-schnitzlbaumer;toilet;423;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte;Der Haupteingang ist stufenlos, mit einer Schwelle von 3 cm. Die EingangstÃ¼r Ã¶ffnet auf 100 cm lichte Weite nach auÃŸen, Anschlag rechts in den Windfang (MaÃŸe 200x220 cm). Die zweite TÃ¼r ist eine SchwingtÃ¼r, Anschlag rechts mit 100 cm lichter Weite. Man steht dann im Brauerei Kontor, welches heute eine Bar ist.;1;478.701.535;12.648.321;41.700.363.890.075;93.580.682.477.948;47.249.024.435.483;14;Taubenmarkt;11a - 13;;83278;Traunstein;;DE;;;;"{""wc_shortname"":""schnit1WC1"",""wc_plan"":""schnit1WC"",""wc_fotos"":""schnit1fWC1"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""Das WC befindet sich im Erdgeschoss. Die erste T\u00fcr hat eine lichte Weite von 95cm und schl\u00e4gt nach innen auf, Anschlag rechts."",""wc_easy"":""Die Toilette ist okay.\r\nDie T\u00fcr ist schmal.\r\nDer WC-Sitz ist hoch.\r\nMan kann den WC-Sitz von der linken Seite und von vorn anfahren."",""wc_euro"":""0"",""wc_doorknob"":"""",""wc_doortaster"":"""",""wc_dooropens"":""il"",""wc_doorautopen"":""nz"",""wc_door_width"":""82"",""wc_room_diameter"":""140"",""wc_roominfos"":""Das Waschbecken ist im Vorraum, Oberkante 85 cm, auf 70 cm voll unterfahrbar. Dr\u00fcber h\u00e4ngt ein einsehbarer Spiegel."",""wc_seat"":""52"",""wc_accessleft"":""85"",""wc_accessright"":"""",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""Das WC-Becken ist rechts von der T\u00fcr. Das WC ist zwar links auf 85 cm anfahrbar, allerdings nicht bis ganz hinten, wo, bedingt durch das Pissoir, nur mehr 45 cm Platz ist.""}";"{""image_small"":""images\/wc-nz\/schnit1fWC1.jpg"",""image"":"""",""alt"":"""",""caption"":"""",""width"":"""",""height"":""""}";"{""0"":""4"",""1"":""20""}";1;1/1/2009 0:00;15/12/2020 13:31
WC Michlwirt in Palling;wc-michlwirt-in-palling;toilet;423;HalbÃ¶ffentliche Toilette  in einer GaststÃ¤tte.;<p><strong> Zugang zum WC </strong><br /> Das WC befindet sich im Untergeschoss und ist schwellenfrei Ã¼ber einen Aufzug (TÃ¼r 90cm, KabinenmaÃŸe 140x100) zu erreichen. Zum WC geht es ein paar mal ums Eck, aber das Personal weist den Weg gern. Die WC-TÃ¼r Ã¶ffnet nach auÃŸen, Anschlag links auf 95cm lichte Weite. <br /><strong> WC-SanitÃ¤rraum </strong><br /> <strong> - RaummaÃŸe </strong> 220x195cm <br /> <strong> - Das WC-Becken </strong> ist rechts von der TÃ¼r, SitzhÃ¶he 48cm mit einem beweglichen Haltegriff rechts und einem festen links. Das WC ist rechts auf 125cm anfahrbar. Links bei dem festen BÃ¼gel ist an der Wand auf 100cm ein SpÃ¼lknopf angebracht. Links neben dem Waschbecken unter dem Handtrockner hÃ¤ngt ein Schnurnotruf bis auf 70cm.<br /><strong> - Waschbecken </strong> ist gegenÃ¼ber von der TÃ¼r, Oberkante 85cm, auf 65cm unterfahrbar. DrÃ¼ber hÃ¤ngt ein Kippspiegel, mit einer Kurbel auf 100cm.<br /><strong> - BewegungsflÃ¤che </strong> vor WC bzw. Waschbecken ist 150cm. Der Lichtschalter ist auf 85cm und der TÃ¼rgriff auf 105cm.</p>;1;480.010.149;126.368.008;41.596.835.047.246;9.326.050.626.903;47.346.511.949.209;14;Steiner Str.;01-Mar;;83349;Palling ;Bayern;Deutschland;08629 988 10;http://www.michlwirt.de;michlwirt@t-online.de;"{""wc_shortname"":""michlw1WC1"",""wc_plan"":""michlw1WC"",""wc_fotos"":""michlw1fWC1"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":"""",""wc_easy"":"""",""wc_doorknob"":"""",""wc_doortaster"":"""",""wc_dooropens"":""nz"",""wc_doorautopen"":""nz"",""wc_door_width"":"""",""wc_room_diameter"":"""",""wc_roominfos"":"""",""wc_seat"":"""",""wc_accessleft"":"""",""wc_accessright"":"""",""wc_numgrip"":"""",""wc_wheregrip"":""none"",""wc_addinfo"":""""}";"{""image_small"":""images\/wc-gm\/michlw1fWC1.jpg"",""image"":"""",""alt"":"""",""caption"":"""",""width"":"""",""height"":""""}";{};1;1/1/2009 0:00;16/10/2020 10:24
WC Lokschuppen, Rosenheim;wc-lokschuppen-rosenheim;toilet;424;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;<p>Man fÃ¤hrt durch den Haupteingang und das Foyer des Lokschuppens und dann nach rechts ins Bistro. <br />Die EingangstÃ¼r zum Lokschuppen ist eine DoppelflÃ¼geltÃ¼re mit 2x95 cm lichter Weite. Am Eingang ist eine <strong>flache Stufe von 4 cm</strong>.</p>;1;4.785.267.585;1.212.824.505.052.690;41.797.677.690.193;89.821.999.097.112;47.235.985.482.349;14;Rathausstr.;24;;83022;Rosenheim ;B;DE;08031 3 65 90 36;http://www.lokschuppen.de;;"{""wc_shortname"":""mu-loksch1WC1"",""wc_plan"":""mu-loksch1WC1"",""wc_fotos"":""mu-loksch1WC1f1"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""Die behindertengerechte bzw. rollstuhlgerechte Toilette befindet sich im Museumsbistro."",""wc_easy"":""Die Toilette ist sehr gut. "",""wc_doorknob"":"""",""wc_doortaster"":"""",""wc_dooropens"":""ar"",""wc_doorautopen"":""nz"",""wc_door_width"":""85"",""wc_room_diameter"":""150"",""wc_roominfos"":""<p>Die Waschbeckenoberkante ist in 80 cm H\u00f6he. Unter dem Waschbecken sind 55 cm lichte H\u00f6he, es braucht aber, da es klein ist, nicht unterfahren zu werden.<\/p>"",""wc_seat"":""47"",""wc_accessleft"":""80"",""wc_accessright"":""80"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""""}";"{""image_small"":""images\/wc-gm\/mu-loksch1WC1f1.jpg"",""image"":"""",""alt"":"""",""caption"":"""",""width"":"""",""height"":""""}";"{""0"":""1"",""1"":""4"",""2"":""7"",""3"":""11""}";1;1/1/2009 0:00;26/04/2020 14:55
WC Strandkurhaus Waging am See;wc-strandkurhaus-waging-am-see;toilet;423;HalbÃ¶ffentliches Dusch-WC in einer GaststÃ¤tte.;<p><strong> Zugang zum WC </strong><br /> Das WC ist stufenlos erreichbar und befindet sich im Erdgeschoss. Die WC-SchiebetÃ¼r Ã¶ffnet nach rechts und hat 96cm lichte Breite. <br /><strong>SanitÃ¤rraum </strong><br /> <strong>- RaummaÃŸe </strong> 420x250cm <br /> <strong>- Das WC-Becken </strong> ist rechts von der TÃ¼r, SitzhÃ¶he 53cm mit zwei beweglichen Haltegriffen. Das WC ist links auf 190cm anfahrbar. Rechts ist 30cm Platz zur Wand. <br /> <strong> - Das Waschbecken </strong> ist gegenÃ¼ber von der TÃ¼r, Oberkante 88cm, unterfahrbar auf 75cm bis 30cm Tiefe. Der Kippspiegel Ã¼ber dem Waschbecken ist einsehbar. Rechts und links vom Waschbecken sind auch bewegliche Haltegriffe.<br /><strong>- Die BewegungsflÃ¤che </strong>vor WC und Waschbecken ist mehr als 150cm. <br />Gleich rechts von der TÃ¼r ist eine befahrbare Dusche.<br />Ein Notruf wird demnÃ¤chst installiert.</p>;1;47.945.341;12.747.037;41.623.667.639.069;94.162.116.908.598;47.305.066.849.812;14;Am See;1;;83329;Waging am See ;Bayern;Deutschland;08681 47 900;;;"{""wc_shortname"":""strand1"",""wc_plan"":""strand1WC"",""wc_fotos"":""strand1fWC1jpg, strand1fWC2\r\n"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":"""",""wc_easy"":""Die Toilette ist gut.\r\nDer WC-Sitz ist hoch.\r\nMan kann den WC-Sitz von der linken Seite und von vorn anfahren."",""wc_euro"":""ka"",""wc_doorknob"":"""",""wc_doortaster"":"""",""wc_dooropens"":""nz"",""wc_doorautopen"":""nz"",""wc_door_width"":"""",""wc_room_diameter"":"""",""wc_roominfos"":"""",""wc_seat"":"""",""wc_accessleft"":"""",""wc_accessright"":"""",""wc_numgrip"":"""",""wc_wheregrip"":""none"",""wc_addinfo"":""""}";"{""image_small"":""images\/wc-nz\/strand1fWC1jpg.jpg"",""image"":"""",""alt"":"""",""caption"":"""",""width"":"""",""height"":""""}";"{""0"":""4"",""1"":""8"",""2"":""11""}";1;1/1/2009 0:00;23/05/2021 15:46
WC Literaturhaus;wc-literaturhaus;toilet;191;HalbÃ¶ffentliche Toilette in einem Veranstaltungsort.;<p>Man fÃ¤hrt durch den Eingang des Literaturhauses, links ums Eck vom Haupteingang des OskarMaria.Â  Ãœber eine flache Rampe gelangt man durch eine 1-flÃ¼glige TÃ¼r, Breite 110 cm, die nach auÃŸen Ã¶ffnet, in einen Vorraum.</p>;1;481.419.333;115.749.239;41.648.317.217.637;85.301.775.785.342;47.451.215.405.064;14;Salvatorplatz;1;;80333;MÃ¼nchen;Bayern;Deutschland;089 29 19 60 28;http://www.oskarmaria.com;kontakt@oskarmaria.com;"{""wc_shortname"":""ge-salvat001-1WC"",""wc_plan"":""ge-salvat001-1WC"",""wc_fotos"":""ge-salvat001-1fWC1"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""Der Lift zum WC im Untergeschoss ist gleich beim Literaturhauseingang (Liftt\u00fcr 88 cm)."",""wc_easy"":""Diese Toilette ist sehr gro\u00df. <br \/>Der WC-Sitz ist sehr hoch."",""wc_doorknob"":"""",""wc_doortaster"":"""",""wc_dooropens"":""al"",""wc_doorautopen"":""nz"",""wc_door_width"":""92"",""wc_room_diameter"":""> 150"",""wc_roominfos"":""<p>Das Waschbecken, Oberkante 93 cm, auf 75cm unterfahrbar. Dar\u00fcber h\u00e4ngt ein Riesenspiegel. Links und rechts neben dem Waschbecken sind feste Haltegriffe angebracht.<strong> <br \/><\/strong><\/p>"",""wc_seat"":""54"",""wc_accessleft"":""115"",""wc_accessright"":""75"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""<p>Im Sitzen links vom WC-Becken ist ein Notruf.<\/p>""}";"{""image_small"":""images\/wc-gm\/ge-salvat001-1fWC1.jpg"",""image"":"""",""alt"":"""",""caption"":"""",""width"":"""",""height"":""""}";"{""0"":""2"",""1"":""11"",""2"":""13""}";1;1/1/2009 0:00;20/11/2019 09:10
WC Hotel Ibis Schwabing;wc-hotel-ibis-schwabing;toilet;188;HalbÃ¶ffentliche Toilette in einem Hotel.;<p><strong> Zugang zum WC </strong><br /> Das WC ist stufenlos erreichbar und befindet sich im Foyer hinter den AufzÃ¼gen im Erdgeschoss. Die WC-TÃ¼r Ã¶ffnet nach auÃŸen, Anschlag links und hat 95cm lichte Breite. Der TÃ¼rgriff ist auf 85cm, der Lichtschalter auf 105cm.<br /><strong>SanitÃ¤rraum </strong><br /> <strong>- RaummaÃŸe </strong> 200x235cm <br /> <strong>- Das WC-Becken </strong> ist gegenÃ¼ber der TÃ¼r, SitzhÃ¶he 51cm mit zwei beweglichen Haltegriffen. Das WC ist beidseitig anfahrbar, links auf 95cm und rechts auf 67cm. Im Sitzen links hÃ¤ngt ein Schnurnotruf an der Wand. Die SpÃ¼lung ist in beiden Haltegriffen integriert. <br /> <strong> - Das Waschbecken</strong> ist links von der TÃ¼r und mit zwei weiteren beweglichen Haltegriffen bestÃ¼ckt. Ãœber dem Waschbecken hÃ¤ngt ein Kippspiegel. Die Bedienkurbel dazu ist auf 100cm an der Wand angebracht.<br /><strong>- Die BewegungsflÃ¤che </strong>vor WC und Waschbecken betrÃ¤gt 150cm. <br />GegenÃ¼ber vom Waschbecken hÃ¤ngt eine Klappwickelkommode an der Wand.</p>;1;481.796.533;115.931.791;41.614.986.605.417;85.371.671.844.622;47.479.192.982.775;14;Lyonel-Feininger-Str.;20;;80807;MÃ¼nchen ;Bayern;Deutschland;089 350 63 0;http://http//;;"{""wc_shortname"":""suedco1WC1"",""wc_plan"":""suedco1WC"",""wc_fotos"":""suedco1fWC1"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":"""",""wc_easy"":"""",""wc_doorknob"":"""",""wc_doortaster"":"""",""wc_dooropens"":""nz"",""wc_doorautopen"":""nz"",""wc_door_width"":"""",""wc_room_diameter"":"""",""wc_roominfos"":"""",""wc_seat"":"""",""wc_accessleft"":"""",""wc_accessright"":"""",""wc_numgrip"":"""",""wc_wheregrip"":""none"",""wc_addinfo"":""""}";"{""image_small"":""images\/wc-nz\/suedco1fWC1.jpg"",""image"":"""",""alt"":"""",""caption"":"""",""width"":"""",""height"":""""}";{};1;1/1/2009 0:00;16/10/2020 10:24
WC Smaragd;wc-smaragd;toilet;188;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;<p><strong> Zugang zum WC </strong><br /> Das WC des Parkstadt Einkaufscenters ist stufenlos Ã¼ber einen groÃŸen Lift (TÃ¼r 140cm, Kabine 180x250cm) erreichbar und befindet sich im ersten Untergeschoss. Man sollte entweder von zu Hause einen VierkantschlÃ¼ssel mitbringen oder - wÃ¤hrend der LadenÃ¶ffnungszeiten - sich beim CafÃ© Wimmer einen geben lassen. Bis zur WC-TÃ¼r muss man noch zwei weitere TÃ¼ren (lichte Weite 100cm, ) passieren. Auf den Hinweg Ã¶ffnen sie nach innen, die erste mit Anschlag links, die zweite mit Anschlag rechts. Die eigentliche WC-TÃ¼r Ã¶ffnet nach auÃŸen, Anschlag rechts und hat 100cm lichte Breite. Der TÃ¼rgriff ist auf 85cm, das Licht wird durch einen Bewegungssensor ausgelÃ¶st.<br /><strong>SanitÃ¤rraum </strong><br /> <strong>- RaummaÃŸe </strong> 210x215cm <br /> <strong>- Das WC-Becken </strong> ist gegenÃ¼ber der TÃ¼r, SitzhÃ¶he 49cm mit zwei beweglichen Haltegriffen. Das WC ist beidseitig anfahrbar mit jeweils 90cm Platz. Im Sitzen rechts neben dem WC ist ein Schnurnotruf.<br /> <strong> - Das Waschbecken</strong> Oberkante 80cm ist unterfahrbar auf 62cm bis 30cm Tiefe. Ãœber dem Waschbecken hÃ¤ngt ein Kippspiegel, dessen Kurbel auf 80cm an der Wand angebracht ist.<br /><strong>- Die BewegungsflÃ¤che </strong>vor WC und Waschbecken betrÃ¤gt 150cm.</p>;1;481.826.765;115.939.555;41.612.416.744.495;85.372.275.979.941;47.481.434.452.031;14;Alfred-Arndt-Str.;1;;80807;MÃ¼nchen ;Bayern;Deutschland;;;;"{""wc_shortname"":""smarag1WC1"",""wc_plan"":""smarag1WC"",""wc_fotos"":""smarag1fWC1"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":"""",""wc_easy"":"""",""wc_doorknob"":"""",""wc_doortaster"":"""",""wc_dooropens"":""nz"",""wc_doorautopen"":""nz"",""wc_door_width"":"""",""wc_room_diameter"":"""",""wc_roominfos"":"""",""wc_seat"":"""",""wc_accessleft"":"""",""wc_accessright"":"""",""wc_numgrip"":"""",""wc_wheregrip"":""none"",""wc_addinfo"":""""}";"{""image_small"":""images\/wc-nz\/smarag1fWC1.jpg"",""image"":"""",""alt"":"""",""caption"":"""",""width"":"""",""height"":""""}";{};1;1/1/2009 0:00;16/10/2020 10:23
WC AmpÃ¨re Muffatwerk;wc-ampere;toilet;192;HalbÃ¶ffentliche Toilette an einem Veranstaltungsort.;<p>Der Zugang in das Foyer des Ampere ist stufenlos. Eine DoppelflÃ¼geltÃ¼r Ã¶ffnet auf 2x85 cm nach auÃŸen in einen Windfang (MaÃŸe 200x400 cm). Die anschlieÃŸende zweite TÃ¼r gleicht der ersten.</p>;1;481.329.956;11.589.419.012.428.800;4.165.340.846.449;85.422.007.470.806;47.444.583.143.779;14;Zellstr.;4;;81667;MÃ¼nchen;;DE;089 45 87 50 00;;;"{""wc_shortname"":""ve-muffat1WC2"",""wc_plan"":""ve-muffat2WC3"",""wc_fotos"":""ve-muffat2WC2f1, ve-muffat2WC2f3"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""Das WC ist im Foyer."",""wc_easy"":""Die Toilette ist gut.\r\nDer WC-Sitz ist etwas hoch."",""wc_euro"":""ka"",""wc_doorknob"":""85"",""wc_doortaster"":"""",""wc_dooropens"":""ar"",""wc_doorautopen"":""nz"",""wc_door_width"":""85"",""wc_room_diameter"":""150"",""wc_roominfos"":""Das Waschbecken ist links von der T\u00fcr und unterfahrbar, Oberkante 87 cm, auf 78 cm unterfahrbar. Dr\u00fcber h\u00e4ngt ein gro\u00dfer, gut einsehbarer Spiegel."",""wc_seat"":""50"",""wc_accessleft"":""95"",""wc_accessright"":""95"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""Das WC-Becken ist gegen\u00fcber der T\u00fcr. Bei der Besichtigung stand rechts ein leichter, aufblasbarer Plastiksessel im Weg.<br \/><br \/>Weitere Informationen zur Barrierefreiheit unter: <br \/><a href=\""https:\/\/www.kultur-barrierefrei-muenchen.de\/ampere-muffatwerk\/\"">Kultur Barrierefrei M\u00fcnchen<\/a>""}";"{""image_small"":""images\/wc-nz\/ve-muffat2WC2f3.jpg"",""image"":""images\/wc-header\/ve-muffat2WC2f2q.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit Waschbeckenanschnitt und WC-Becken."",""width"":"""",""height"":""""}";"{""0"":""4"",""1"":""20""}";1;1/1/2009 0:00;23/06/2021 15:14
WC Angerwirt, Malching;wc-angerwirt;toilet;214;HalbÃ¶ffentliche Toilette in einer Sportanlage.;Der Zugang durch den Haupteingang ist leicht ansteigend. <br />Es ist eine <strong>Stufe von 8 cm </strong> zu Ã¼berwinden. Die TÃ¼r Ã¶ffnet auf 95 cm, Anschlag links.;1;482.127.225;112.173.613;41.643.201.642.929;82.586.898.556.079;47.503.704.053.423;14;Sportplatzstr.;7;;82216;Malching ;;DE;08141 9 02 22;http://http//;;"{""wc_shortname"":""sp-angerw1WC1"",""wc_plan"":""sp-angerw1WC1"",""wc_fotos"":""angerw1fWC1"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""Das WC ist im Erdgeschoss und stufenlos erreichbar. Der Schl\u00fcssel ist beim Personal."",""wc_easy"":""Mit einem gro\u00dfen ( Elektro- ) Rollstuhl kann es schwierig werden.\r\nMan kann den WC-Sitz von der rechten und von vorn anfahren."",""wc_doorknob"":""105"",""wc_doortaster"":"""",""wc_dooropens"":""il"",""wc_doorautopen"":""nz"",""wc_door_width"":""95"",""wc_room_diameter"":"""",""wc_roominfos"":""Wenn die T\u00fcr nach au\u00dfen \u00f6ffnen w\u00fcrde, k\u00f6nnte man sie viel besser nutzen.<br \/>Der Lichtschalter ist auf 108 cm. Das Waschbecken ist rechts von der T\u00fcr, Oberkante 84 cm und auf 67 cm unterfahrbar. Der Spiegel \u00fcber dem Waschbecken ist nicht einsehbar."",""wc_seat"":""45"",""wc_accessleft"":"""",""wc_accessright"":""105"",""wc_numgrip"":""einer"",""wc_wheregrip"":""fl"",""wc_addinfo"":""Das WC-Becken ist gegen\u00fcber der T\u00fcr.""}";"{""image_small"":""images\/wc-af\/angerw1fWC1.jpg"",""image"":"""",""alt"":"""",""caption"":"""",""width"":"""",""height"":""""}";"{""0"":""1"",""1"":""4"",""2"":""20""}";1;1/1/2009 0:00;08/09/2020 15:35
WC BÃ¼rgerhaus Pullach;wc-buergerhaus-pullach;toilet;212;Ã–ffentliche Toilette in einem BÃ¼rgerhaus.;<p>Das WC ist im Untergeschoss des BÃ¼rgerhauses und mit einem Lift (TÃ¼r 90 cm, Kabine 90 x 140 cm) erreichbar.</p>;1;4.805.698.715;11.524.568.005.027.600;41.724.684.661.053;85.076.164.678.381;47.388.134.084.092;14;Heilmannstr.;2;;82049;Pullach ;Bayern;Deutschland;089 744 75 20;;;"{""wc_shortname"":""ge-pullac1WC"",""wc_plan"":""ge-pullac1WC"",""wc_fotos"":""ge-pullac1f1WC"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":"""",""wc_easy"":""Der Aufzug\u00a0 ist schmal. \r\nDer Raum ist eng. \r\nDer WC-Sitz ist etwas hoch. \r\nMan kann nur von der linken Seite anfahren."",""wc_euro"":""ka"",""wc_doorknob"":""105"",""wc_doortaster"":"""",""wc_dooropens"":""al"",""wc_doorautopen"":""nz"",""wc_door_width"":""93"",""wc_room_diameter"":""120"",""wc_roominfos"":""<p>Der Lichtschalter ist auf 105 cm. Das Waschbecken ist auf 70 cm unterfahrbar, Oberkante 86 cm und befindet sich gegen\u00fcber der T\u00fcr. Links vom Waschbecken ist ein fester B\u00fcgel. Der Spiegel ist gro\u00df und gut einsehbar.<\/p>"",""wc_seat"":""51"",""wc_accessleft"":"""",""wc_accessright"":""75"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lfr"",""wc_addinfo"":""<p>Das WC-Becken ist rechts von der T\u00fcr.<\/p>""}";"{""image_small"":""images\/wc-gm\/ge-pullac1f1WC.jpg"",""image"":""images\/wc-header\/ge-pullac1f1WCq.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit Waschbecken und WC-Becken."",""width"":"""",""height"":""""}";"{""0"":""4"",""1"":""7"",""2"":""13"",""3"":""20""}";1;1/1/2009 0:00;18/08/2021 18:16
